Month,Open,Close
1,13035.66,14126.68
2,14126.68,14803.97
3,14803.97,14737.88
4,14737.88,14920.15
5,14920.15,13771.31
6,13771.31,14100.74
7,14100.74,13392.47
8,13392.47,14835.36
9,14835.36,14257.75
10,14257.75,14558.02
11,14558.02,13849.46
12,13849.46,13961.56
