Month,Open,Close
1,8398.08,8442.01
2,8442.01,8373.82
3,8380.1,8319.07
4,8271.78,8443.58
5,8443.58,8658.79
6,8664.4,8943.13
7,8943.13,8922.09
8,8922.09,9313.2
9,9313.2,9351.06
10,9352.69,8752.31
11,8752.31,8823.54
12,8828.63,8811.27
