Month,Open,Close
1,90.22,129.54
2,129.54,108.77
3,108.77,105.62
4,105.62,289.32
5,289.32,324.24
6,324.24,321.06
7,321.06,374.21
8,374.21,522.59
9,522.59,538.85
10,538.85,580.09
11,580.09,1273.55
12,1273.56,1332.06
