Month,Open,Close
1,1719.15,1719.15
2,1722.85,1722.85
3,1648.95,1648.95
4,1612.34,1612.34
5,1745.8,1745.8
6,1770.82,1770.82
7,1770.28,1770.28
8,1735.36,1735.36
9,1778.7,1778.7
10,1733.43,1733.43
11,1775.33,1775.33
12,1810.91,1810.91
