Month,Open,Close
1,63.89,57.47
2,57.56,57.74
3,57.74,59.45
4,59.45,60.49
5,60.49,61.0
6,61.0,57.43
7,57.43,56.05
8,55.83,58.19
9,58.1,55.02
10,55.02,54.44
11,54.44,52.52
12,52.52,50.81
