Month,Open,Close
1,559.43,551.87
2,552.36,558.41
3,558.26,573.77
4,573.76,559.93
5,559.27,564.74
6,556.02,541.85
7,541.77,540.8
8,540.86,527.39
9,528.47,524.88
10,524.85,521.95
11,521.21,510.34
12,509.82,509.65
