Month,Open,Close
1,2323.3,2341.0
2,2344.22,2367.1
3,2371.78,2395.94
4,2390.61,2514.63
5,2519.97,2437.81
6,2441.39,2317.84
7,2320.06,2227.51
8,2221.27,2163.71
9,2149.0,2066.37
10,2074.84,2060.03
11,2061.56,1925.72
12,1930.2,1859.15
