Month,Open,Close
1,1516.43,1536.75
2,1537.47,1570.17
3,1570.96,1587.63
4,1587.87,1626.99
5,1626.99,1639.11
6,1639.3,1602.53
7,1602.7,1548.19
8,1548.19,1546.86
9,1546.86,1637.82
10,1637.82,1671.63
11,1671.63,1610.11
12,1609.26,1576.94
