Month,Open,Close
1,593.74,601.64
2,588.82,587.7
3,602.74,606.11
4,612.17,617.55
5,609.44,615.02
6,601.26,604.7
7,620.44,634.77
8,616.88,626.73
9,634.84,636.3
10,677.1,677.6
11,686.98,694.63
12,716.66,717.37
