Month,Open,Close
1,4715.75,4715.75
2,4704.85,4736.8
3,4718.42,4718.42
4,4676.26,4676.26
5,4637.05,4637.05
6,4657.38,4657.38
7,4711.03,4711.03
8,4641.06,4641.06
9,4693.59,4693.59
10,4652.62,4652.62
11,4391.09,4391.09
12,4509.0,4509.0
