Month,Open,Close
1,140.94,136.5
2,136.58,139.49
3,139.49,139.53
4,139.2,142.88
5,142.88,147.71
6,147.71,151.74
7,151.06,151.43
8,151.46,154.77
9,154.83,153.43
10,153.37,149.3
11,149.3,144.78
12,144.78,143.54
