Month,Open,Close
1,574.57,574.57
2,643.11,643.11
3,631.5,631.5
4,607.01,607.01
5,597.94,597.94
6,593.98,579.06
7,576.67,582.44
8,574.68,561.44
9,561.38,532.11
10,528.81,506.15
11,504.01,498.02
12,499.48,510.12
