Month,Open,Close
1,3364.08,3391.2
2,3398.51,3402.86
3,3408.88,3447.01
4,3439.76,3487.39
5,3479.01,3392.11
6,3375.05,3317.33
7,3317.47,3202.5
8,3205.59,2921.44
9,2915.53,2790.89
10,2795.4,2998.35
11,2976.72,2855.94
12,2862.79,2882.73
