Month,Open,Close
1,8705.64,8319.81
2,8374.99,7843.63
3,7823.73,7807.89
4,7688.58,7960.85
5,7985.26,8216.42
6,8191.15,8020.15
7,8048.15,8127.2
8,8122.04,8202.13
9,8219.92,8139.01
10,8158.74,7827.74
11,7864.67,7875.19
12,7849.85,8219.87
