Month,Open,Close
1,1217.58,1269.11
2,1269.11,1321.09
3,1321.09,1349.09
4,1349.09,1425.99
5,1425.99,1478.55
6,1478.55,1445.26
7,1445.26,1476.28
8,1476.28,1427.31
9,1427.31,1390.95
10,1390.95,1408.09
11,1408.09,1499.17
12,1499.17,1516.42
