Month,Open,Close
1,4642.18,4992.72
2,5004.65,5240.53
3,5267.14,5350.53
4,5394.5,5586.41
5,5568.2,5207.63
6,5171.61,5538.97
7,5584.13,5518.9
8,5500.91,5480.48
9,5483.43,5677.79
10,5696.2,5729.86
11,5749.48,5905.17
12,5910.12,5978.06
