Month,Open,Close
1,3530.89,3642.85
2,3644.71,3630.34
3,3630.35,3480.43
4,3481.36,3414.93
5,3414.93,3339.37
6,3339.4,3392.0
7,3392.2,3633.18
8,3633.18,3637.55
9,3637.55,3563.99
10,3564.93,3635.87
11,3636.09,3420.17
12,3420.12,3370.07
