Month,Open,Close
1,11150.98,11150.69
2,10952.14,11757.68
3,11869.96,13160.66
4,13187.42,14818.64
5,14846.48,16100.45
6,16247.39,14337.96
7,14185.1,12374.25
8,12178.57,10549.16
9,10388.5,9988.25
10,10332.24,11546.05
11,11306.2,12037.86
12,12022.83,12664.89
