Month,Open,Close
1,229.93,227.37
2,227.37,257.98
3,253.14,241.25
4,245.97,242.35
5,242.35,251.34
6,251.34,255.78
7,255.8,246.1
8,246.1,254.57
9,255.05,268.87
10,276.9,288.43
11,289.33,303.31
12,303.31,292.35
