Month,Open,Close
1,20579.19,19834.57
2,19776.91,18264.3
3,18264.3,14463.96
4,14461.65,14779.28
5,14779.28,15580.85
6,15591.76,16878.0
7,16870.61,17512.53
8,17512.53,18576.89
9,18508.99,17948.78
10,17916.66,17472.2
11,17462.53,19796.51
12,19766.6,20822.15
