Month,Open,Close
1,41550.75,43987.94
2,44095.44,42823.81
3,42947.71,43281.28
4,43302.45,44597.32
5,44513.05,42749.16
6,42857.79,43161.17
7,43218.1,40863.09
8,40816.98,42622.5
9,42621.87,43011.27
10,43006.12,43337.28
11,43337.12,42820.18
12,42863.35,43541.02
