Month,Open,Close
1,4977.54,5021.57
2,5021.57,5102.74
3,5102.74,5306.58
4,5306.58,5326.14
5,5326.14,5398.38
6,5398.38,5662.17
7,5662.17,5731.74
8,5731.74,5704.02
9,5704.02,5802.99
10,5802.99,5757.77
11,5757.77,5786.08
12,5786.08,6016.46
