Month,Open,Close
1,15566.96,15983.95
2,15986.39,15766.12
3,15799.93,15757.01
4,15744.88,15559.3
5,15559.54,16000.08
6,16017.21,16132.87
7,16097.89,16750.17
8,16747.58,17616.44
9,17616.44,18538.27
10,18572.06,19874.12
11,19956.38,19694.09
12,19689.83,19974.38
