Month,Open,Close
1,3278.84,3230.68
2,3243.9,3319.61
3,3335.77,3500.93
4,3504.26,3559.59
5,3559.59,3554.59
6,3556.18,3441.88
7,3449.75,3449.36
8,3457.97,3421.47
9,3425.84,3594.85
10,3590.71,3673.95
11,3676.99,3569.93
12,3571.63,3503.96
