Month,Open,Close
1,3008.55,3260.69
2,3265.44,3446.15
3,3454.44,3507.47
4,3498.63,3344.51
5,3344.06,3375.11
6,3387.94,3254.48
7,3273.63,3396.8
8,3405.14,3102.35
9,3077.56,2966.85
10,2991.82,3289.39
11,3276.0,3468.92
12,3471.26,3359.38
