Month,Open,Close
1,14163.92,15540.6
2,15562.27,15999.01
3,16086.29,16102.09
4,16187.88,16580.73
5,16580.61,16037.49
6,16053.47,16382.2
7,16463.55,16406.56
8,16389.22,16442.07
9,16382.53,16658.63
10,16683.64,16483.16
11,16537.72,17040.2
12,17060.92,17063.43
