Month,Open,Close
1,2256.15,2256.15
2,2292.27,2292.27
3,2286.38,2286.38
4,2286.52,2286.52
5,2249.19,2249.19
6,2244.64,2244.64
7,2241.12,2241.12
8,2221.77,2221.77
9,2251.43,2251.43
10,2239.57,2239.57
11,2233.99,2233.99
12,2218.52,2218.52
