Month,Open,Close
1,780.31,704.29
2,709.26,629.65
3,627.09,597.43
4,595.97,617.31
5,600.38,575.37
6,585.54,612.23
7,607.13,597.26
8,600.11,597.46
9,592.97,601.81
10,601.09,618.43
11,618.43,600.48
12,599.51,657.89
