Month,Open,Close
1,883.63,902.06
2,902.1,911.54
3,911.73,915.51
4,915.51,968.57
5,968.44,995.63
6,995.63,988.14
7,988.14,997.52
8,997.52,1021.59
9,1021.59,1024.14
10,1024.14,1050.46
11,1050.46,1005.76
12,1005.61,1024.22
