Month,Open,Close
1,18191.76,19730.78
2,19752.12,20659.46
3,20798.07,21286.13
4,21404.0,21881.33
5,21834.44,19802.11
6,19679.84,21234.79
7,21463.79,21398.19
8,21307.36,21322.9
9,21390.48,22107.7
10,22184.75,22693.77
11,22734.64,23259.33
12,23297.68,23506.37
