Month,Open,Close
1,1461.66,1408.29
2,1415.99,1423.03
3,1427.35,1397.38
4,1388.74,1398.75
5,1401.05,1419.36
6,1418.72,1433.63
7,1432.56,1447.14
8,1448.55,1400.94
9,1393.14,1421.04
10,1427.51,1438.61
11,1443.23,1455.32
12,1468.45,1509.78
